Layer,Head_0,Head_1,Head_2,Head_3,Head_4,Head_5,Head_6,Head_7,Head_8,Head_9,Head_10,Head_11,Head_12,Head_13
0,0.0006327318027615547,0.0006998246326111257,0.00027743606857256965,0.0007895366160664707,0.001299381386488676,0.0003588017268339172,0.000489541269489564,0.0009458067477680742,0.002928198487497866,0.0018746651546098292,0.0012105443654581904,0.0023500618198886514,0.0002627250357181765,0.016252110707573594
1,0.015006948485970497,0.022187410593032836,0.00764754836447537,0.0808936458826065,0.014937422405928373,0.002637034025974572,0.00833686899393797,0.018596887681633235,0.013907631784677505,0.011564307361841202,0.019737944081425665,0.010920256488025188,0.0119326401501894,0.012257474409416318
2,0.03590785689651966,0.033381952568888665,0.030026852898299695,0.008411306943744421,0.024636910259723664,0.013223159238696098,0.006349755264818668,0.04135239314287901,0.02696379728615284,0.02507926143705845,0.048462703600525854,0.03231374267488718,0.042039280347526076,0.025700166560709475
3,0.04327141162008047,0.02291298847645521,0.029844616428017615,0.043790078535676,0.018481578398495912,0.056067642346024515,0.014121294245123863,0.015174977015703917,0.025538062490522862,0.06461450509727001,0.01427744371816516,0.015206265952438116,0.009888674467802047,0.015664167162030937
4,0.02158258866518736,0.024382219538092612,0.04025974925607443,0.015595128387212753,0.03906037621200085,0.02073748592287302,0.02829526223242283,0.012912968154996634,0.022862785011529923,0.05451870899647474,0.01927419425919652,0.042213955447077754,0.035644567236304284,0.019973892755806445
5,0.03408208828419447,0.030273767728358505,0.036454626768827436,0.026430751457810403,0.022337954975664615,0.03634187158197164,0.006856151928659528,0.059106625840067865,0.05357964940369129,0.06540310278534889,0.04380769059062004,0.05462298635393381,0.04388732600957155,0.03047758582979441
6,0.05027122884988785,0.04285289421677589,0.05522616036236286,0.02364852111786604,0.06116610921919346,0.05701718419790268,0.1414693946391344,0.06595482230186463,0.07312455669045448,0.065709907412529,0.06682830788195133,0.097096416503191,0.05355387724936009,0.03484133750200272
7,0.23019825994968415,0.11685449212789535,0.15677593201398848,0.06872596129775048,0.1658077497780323,0.15888459697365762,0.024683122113347052,0.10164254009723664,0.07590830616652966,0.09243857391178607,0.056299717500805854,0.046327049732208254,0.07302284084260463,0.07525578543543815
8,0.16116949453949928,0.10872550338506698,0.08377049930393696,0.12418005064129829,0.1295228862762451,0.11574005827307701,0.023563019968569278,0.08766672477126121,0.045705284625291824,0.0831748142838478,0.00983759849332273,0.04670287139713764,0.06184724323451519,0.0463543839007616
9,0.2289061215519905,0.10287647515535354,0.20773387014865874,0.12035834684967994,0.2083479392528534,0.15045900970697404,0.22362982094287873,0.0008468410809291527,0.02934407589957118,0.06931973278522491,0.00013207431366026867,0.05653784580528736,0.07152043603360653,0.0018807603535242379
10,0.028747783824801445,0.12216562271118164,0.07554613813757896,0.1835911190509796,0.09088496148586273,0.07969483621418476,0.1403573763370514,1.224442940724657e-05,0.14160318523645402,0.09035157427191734,0.20014219388365745,0.19561433762311936,0.112967229783535,0.03154759250581265
11,0.3899249517917633,0.17609422385692597,0.2951427945494652,0.31959634184837343,0.2820654705166817,0.4231362199783325,0.3812914514541626,0.1026963947713375,0.005113279815996066,0.10172351054847241,0.07276906684041023,0.04844447307288647,0.12304668977856636,0.18470938950777055
12,0.04013655699789524,0.12587906807661056,0.13520645663142206,0.1356191834807396,0.2741519528627396,0.15518324837088585,0.1040339632332325,0.09296872779726982,0.042557478994131086,0.23710936397314072,0.11850798778235912,0.2939042207598686,0.24145513743162156,0.21881260603666305
13,0.1572638049721718,0.16763948857784272,0.22087872475385667,0.20437087506055832,0.1920643174648285,0.49374122321605685,0.15506259471178055,0.1355231946706772,0.1682833579182625,0.23987832993268968,0.1664753547310829,0.15195179134607315,0.09911881327629089,0.14929428353905677
14,0.371622593998909,0.050948019921779636,0.3232108619809151,0.3116342383623123,0.255409252345562,0.4463790017366409,0.2386315381526947,0.46432366788387297,0.28309542119503023,0.46991460263729096,0.2682814946770668,0.37127931594848634,0.22437061816453935,0.4880242645740509
15,0.1292383588850498,0.2453770235180855,0.3956041049957275,0.25465395659208295,0.076524967700243,0.14075258806347846,0.15440201312303542,0.2609830692410469,0.38419061064720156,0.2595007023215294,0.3710034954547882,0.3953871822357178,0.7066815167665481,0.5229692620038986
16,0.33264202952384947,0.5655398154258728,0.2269012972712517,0.3652123773097992,0.16058471098542212,0.21320391356945037,0.10780278086662293,0.22174052834510805,0.17377424687147142,0.16857728302478792,0.11130573719739914,0.07842529021203518,0.28674340665340425,0.14447159722447395
17,0.7694670581817626,0.4078568434715271,0.48746037065982817,0.7446039205789566,0.5944728100299835,0.07888714380562306,0.3983627623319626,0.4853316020965576,0.8845939218997956,0.5169117933511734,0.07001961745321751,0.6158246904611587,0.3007186457514763,0.39103865683078765
18,0.2627902555465698,0.23241995334625243,0.19602756768465043,0.3132302615046501,0.3496985921263695,0.2130408078432083,0.22665788143873214,0.27000358879566194,0.4982332706451416,0.13912653997540475,0.23293892174959183,0.6207130354642868,0.2973467981815338,0.49503679215908053
