edge,score_ft,score_pt
a11.h3->logits,0.0021514893,-0.11230469
a8.h5->logits,-0.0031433105,-0.041015625
a11.h4->logits,-0.0016021729,0.21972656
a6.h0->logits,0.0022125244,-0.015319824
m1->m4,0.007080078,-0.068847656
m4->m11,-0.029174805,-0.076171875
m2->m9,0.0060424805,-0.027709961
m3->m7,-0.0034637451,-0.025878906
m0->m4,-0.036621094,-0.057861328
m1->m3,-0.0029449463,0.06933594
m3->m8,-0.0034179688,0.036621094
m6->m11,-0.021118164,-0.19921875
m10->logits,-0.20214844,-0.34960938
m4->m10,0.014892578,-0.0625
a0.h10->m0,-0.0016708374,0.071777344
m8->m10,-0.0014877319,0.042236328
input->a0.h6<v>,0.020629883,0.12451172
a9.h5->logits,-0.0024261475,-0.015136719
a11.h2->logits,0.0034637451,-0.0390625
m7->m11,-0.023071289,-0.20410156
m1->a11.h8<k>,0.0030212402,0.028564453
m0->m1,0.045898438,0.22753906
input->a0.h3<v>,-0.002532959,0.08935547
a6.h3->logits,0.0029296875,-0.053955078
m2->m6,-0.017089844,-0.036621094
m2->m8,0.012512207,0.026367188
m2->m11,-0.021362305,-0.046142578
a11.h4->m11,-0.0015029907,-0.08984375
a11.h5->logits,-0.001663208,-0.08984375
m7->m9,0.0013504028,0.05493164
m5->logits,0.059570312,0.023071289
m7->logits,0.017456055,0.14160156
m0->m6,-0.0020446777,-0.091308594
m1->m2,0.021118164,-0.044433594
a9.h9->logits,0.0014953613,-0.014892578
m4->m6,0.004699707,0.033691406
m6->logits,0.034423828,0.036376953
m0->m5,-0.030883789,0.092285156
m0->a1.h7<v>,0.0013275146,0.020507812
m0->m3,0.026245117,-0.059570312
a10.h8->logits,0.0014648438,-0.017700195
m4->m7,-0.010009766,-0.016479492
a4.h2->logits,-0.0017471313,-0.053955078
a5.h3->logits,-0.0053100586,-0.032226562
a7.h8->logits,-0.001373291,-0.014282227
m0->a11.h8<v>,-0.006378174,0.036621094
m2->m10,-0.030151367,-0.099609375
m0->a3.h10<v>,0.0012893677,0.015991211
m6->m8,0.0051879883,0.031982422
m3->m5,-0.0028686523,0.019042969
a10.h5->m11,-0.0054016113,-0.029541016
a8.h9->logits,-0.0017318726,0.037109375
a11.h11->logits,0.0020751953,-0.10449219
a8.h5->m11,-0.0030670166,-0.06542969
m0->m2,-0.0018920898,0.049804688
a10.h9->logits,0.0058898926,-0.014587402
a11.h7->logits,0.0014190674,-0.067871094
input->a0.h7<v>,-0.0032196045,0.03125
m2->logits,0.09814453,-0.02734375
a6.h5->m11,-0.0016784668,-0.047607422
a5.h11->logits,-0.0015106201,0.026977539
m4->m5,-0.0018615723,-0.020751953
input->a0.h8<v>,-0.026733398,-0.11425781
m1->m6,0.005065918,-0.056884766
m0->logits,-0.1484375,-0.13964844
m10->a11.h4<q>,-0.0016708374,-0.014465332
m0->a2.h7<v>,0.0078125,0.015014648
a6.h7->logits,-0.0035705566,-0.028442383
m11->logits,-0.10205078,-1.7265625
a0.h1->m0,0.0018463135,-0.092285156
a9.h3->m11,-0.0027160645,0.023803711
m2->m5,-0.0027008057,0.072265625
m0->a5.h2<q>,0.002319336,-0.014465332
m2->a11.h8<v>,0.0018539429,0.125
m2->m3,-0.013916016,0.044677734
m3->m9,-0.0012893677,-0.025756836
m1->m5,0.018310547,0.02355957
m7->m10,-0.0059509277,0.016113281
a10.h1->logits,0.0019073486,-0.02722168
input->m0,-0.08642578,0.81640625
a6.h5->logits,-0.004760742,0.014404297
a7.h4->m11,-0.0039367676,-0.038330078
a6.h6->logits,-0.001876831,0.048339844
m1->m8,0.008605957,-0.035888672
m0->a1.h2<v>,0.0017852783,-0.019897461
m1->m10,-0.010681152,-0.103027344
a11.h9->logits,0.003967285,-0.06640625
m5->m11,-0.046875,-0.036132812
a10.h5->logits,-0.003753662,-0.049316406
input->m10,0.004699707,0.017456055
m4->logits,0.026123047,0.036132812
m6->m7,0.0025634766,-0.036132812
m9->m11,0.030517578,-0.038085938
m8->m11,0.008728027,-0.16992188
m3->m11,-0.002456665,-0.06738281
m0->m11,-0.109375,-0.028320312
m5->m6,0.004852295,0.017089844
a10.h7->logits,-0.0015335083,-0.016845703
input->a0.h11<v>,-0.0043029785,-0.22167969
m1->m7,0.0017852783,-0.026123047
m9->logits,-0.046875,0.044921875
m2->m4,0.0072021484,-0.029663086
