edge,score_ft,score_pt
m0->m3,-0.025268555,0.16796875
a0.h9->logits,0.03149414,0.041503906
a5.h3->logits,0.021728516,0.020019531
m7->m11,0.05029297,0.19335938
a11.h8->logits,0.10205078,0.015563965
m10->m11,0.04345703,-0.05444336
a0.h11->m0,-0.026733398,0.028076172
m6->m8,0.014587402,-0.04321289
m0->a1.h7<v>,-0.061523438,-0.056640625
m2->m11,0.45507812,-0.025634766
a0.h8->m9,0.015380859,-0.037109375
a0.h10->m0,0.018554688,0.023803711
input->a0.h0<v>,-0.016845703,-0.024658203
a1.h1->logits,-0.022949219,0.022460938
a1.h7->m2,0.023071289,-0.024414062
a8.h2->logits,-0.057128906,-0.016113281
m0->m6,0.25390625,0.19921875
m8->m9,-0.05810547,0.103027344
m0->logits,-0.46289062,-0.20703125
input->m8,0.026977539,-0.028442383
a10.h10->m11,0.061767578,-0.017456055
a11.h4->m11,-0.014526367,0.16796875
m0->a8.h2<v>,-0.021362305,-0.03540039
m2->m3,-0.044921875,-0.037353516
m6->m10,-0.013671875,-0.099609375
m0->a6.h0<v>,-0.019165039,0.016479492
m3->m10,0.038330078,-0.07128906
m0->a6.h4<v>,-0.06982422,-0.020629883
a9.h4->logits,-0.03857422,-0.045654297
m4->m11,-0.08886719,0.028564453
m3->m9,0.01953125,0.034423828
m0->a3.h5<v>,-0.046142578,-0.018066406
m5->m10,-0.033691406,-0.06542969
m6->m11,0.07470703,0.12695312
a10.h4->m11,-0.016845703,-0.018310547
m0->a11.h8<v>,-0.15722656,0.020629883
m2->m4,0.060302734,-0.036132812
m9->m11,0.05029297,0.17480469
m3->m7,0.020996094,0.028564453
m0->m8,-0.31640625,-0.16503906
a10.h5->logits,0.053466797,0.01953125
m0->a1.h1<v>,-0.025756836,0.021972656
m4->m6,0.032714844,0.046142578
a9.h10->logits,0.017211914,0.01977539
m10->logits,-0.27734375,-1.03125
a11.h1->m11,-0.017700195,-0.016723633
m5->m11,-0.061279297,0.08691406
a9.h7->m11,-0.017456055,0.05493164
m0->m4,-0.040283203,-0.106933594
m0->m11,-0.14355469,0.041259766
a11.h11->logits,0.22363281,0.078125
input->logits,0.16992188,0.1640625
m2->m6,-0.039794922,0.032714844
input->m10,0.020141602,-0.017578125
a11.h0->m11,-0.017456055,-0.21386719
m3->m6,0.024414062,0.026855469
input->m2,0.027709961,-0.017089844
a2.h2->logits,-0.021728516,-0.021118164
m0->a1.h3<v>,0.014465332,0.018920898
a2.h6->logits,0.0138549805,0.047851562
a1.h8->m11,-0.013061523,-0.025878906
m0->a6.h5<v>,-0.060302734,0.027709961
a1.h7->m1,0.032226562,0.028808594
m0->m1,-0.30078125,0.3671875
input->a0.h8<v>,0.068359375,0.026367188
m0->a6.h7<v>,-0.048095703,-0.016113281
m2->m7,-0.057128906,0.051757812
m7->a11.h8<v>,0.013366699,-0.018066406
m1->logits,0.023803711,-0.07519531
m3->m8,-0.021118164,-0.07324219
m2->a10.h5<k>,-0.01965332,-0.027832031
m1->m7,0.013183594,0.060058594
a8.h2->m10,0.014465332,0.021240234
m3->m4,0.01977539,0.091796875
m10->a11.h11<v>,0.04663086,0.020263672
a8.h5->logits,0.03466797,0.050048828
a10.h5->m11,0.049316406,0.03564453
m7->logits,-0.035888672,-0.4296875
a0.h1->logits,0.01373291,-0.061767578
input->a0.h7<v>,0.07714844,0.022216797
a8.h2->m11,0.022949219,0.07128906
a8.h10->logits,-0.014892578,-0.021972656
a1.h10->m2,0.06982422,-0.025634766
m4->m10,0.053222656,-0.10644531
input->a0.h9<v>,-0.034423828,-0.016113281
m2->m5,-0.020751953,0.10253906
a0.h8->m8,0.012939453,0.01928711
m2->m9,-0.044677734,-0.019165039
m8->m11,0.042236328,0.07324219
a0.h5->logits,-0.025268555,0.01953125
a0.h8->logits,-0.016845703,-0.03125
m9->logits,-0.09814453,-0.89453125
m0->m10,-0.12792969,-0.26171875
input->a0.h6<v>,0.03112793,-0.03466797
m0->a4.h9<v>,0.014892578,-0.020996094
m2->m10,-0.10205078,-0.07519531
a0.h1->m1,-0.021118164,0.06225586
m9->m10,0.025512695,-0.12451172
m5->m8,0.063964844,-0.048095703
m0->a6.h2<v>,0.107910156,0.01574707
m5->logits,0.020751953,-0.11621094
m6->logits,0.035888672,-0.30078125
m0->m9,0.053222656,0.11621094
a11.h0->logits,-0.027709961,0.28710938
a7.h4->m11,0.015625,0.049316406
input->m9,0.016601562,-0.036621094
m0->a2.h6<v>,-0.01953125,0.017700195
m8->logits,-0.09375,-0.44335938
input->m0,-1.9375,0.34765625
a0.h11->m1,0.012512207,-0.017944336
m11->logits,0.17773438,-3.125
a0.h8->m1,0.026367188,0.021118164
a11.h4->logits,0.026367188,-0.19042969
input->a0.h4<v>,-0.07373047,-0.015625
m7->m9,-0.022216797,0.016601562
a6.h6->logits,0.024047852,-0.030273438
a1.h5->logits,0.022705078,-0.025756836
m3->logits,0.034179688,-0.13085938
m10->a11.h8<v>,0.020629883,-0.056152344
a6.h3->logits,-0.017578125,-0.018920898
m1->m8,-0.015991211,-0.08691406
m3->m5,0.01586914,0.020019531
m4->logits,0.14257812,-0.12109375
a1.h10->m4,-0.014221191,-0.023071289
a11.h7->logits,0.021850586,0.017456055
