edge,score_ft,score_pt
m1->a3.h14<q>,0.09667969,-0.15527344
m29->m30,0.11816406,-0.24902344
m1->a7.h1<q>,0.21386719,-0.17773438
m1->a2.h2<k>,-0.28710938,-0.079589844
m1->a3.h11<q>,0.32421875,0.23535156
m1->a4.h23<k>,0.107421875,-0.072265625
m1->a4.h16<k>,-0.15234375,-0.16894531
m1->a6.h6<q>,-0.28320312,-0.34765625
m1->a3.h30<q>,-1.140625,-0.12695312
m1->a4.h13<q>,0.078125,-0.076171875
m1->a3.h19<k>,-0.18457031,-0.072265625
m28->m30,-0.115234375,-0.059326172
m1->a5.h16<q>,-0.10449219,-0.06689453
m1->a11.h13<q>,0.47460938,0.10205078
m1->a14.h8<q>,0.24707031,0.48828125
m1->a2.h7<q>,-0.17871094,0.064941406
m1->a5.h30<q>,-0.421875,0.091308594
m1->a7.h3<q>,-0.15039062,-0.27539062
m1->a3.h0<k>,0.359375,0.106933594
m1->m2,0.3828125,2.21875
m1->a4.h22<q>,-0.40429688,0.49804688
m30->a31.h10<q>,0.53125,0.064941406
m1->a2.h19<q>,0.703125,0.2890625
m1->a5.h2<q>,-0.10058594,0.111328125
m1->a5.h0<q>,-0.118652344,0.36914062
m1->m31,-0.796875,-1.8828125
m1->a4.h27<k>,-0.08496094,0.075683594
m1->a2.h5<k>,0.25976562,0.18261719
m1->a4.h26<q>,-0.19335938,-0.47460938
m16->logits,0.08203125,0.06640625
m1->a2.h28<q>,-0.20703125,0.47070312
m1->a3.h28<q>,-0.18457031,-0.071777344
m1->a2.h1<k>,-0.115234375,-0.16992188
m1->a4.h30<q>,-0.4296875,-0.39453125
m1->m7,-0.31835938,0.16796875
m1->a2.h11<q>,-0.83984375,-0.31835938
m1->m9,-0.2109375,0.26171875
m1->a10.h5<q>,0.19042969,0.123535156
m1->a14.h31<q>,0.068847656,0.056884766
m1->a8.h8<q>,0.30078125,-0.15722656
m1->a5.h4<q>,0.63671875,0.80859375
m1->a4.h27<q>,0.4140625,0.26171875
m1->a2.h30<q>,-0.16113281,-0.34765625
m1->a4.h21<k>,0.38671875,0.37695312
m30->a31.h24<q>,0.12792969,0.30078125
m29->m31,-0.079589844,0.11328125
m1->a11.h4<q>,-0.091796875,-0.25195312
m1->a4.h12<q>,0.27929688,0.083984375
m1->a3.h27<q>,-0.15332031,0.16503906
m1->a4.h19<k>,0.078125,0.18164062
m1->m12,0.19921875,0.11328125
m1->logits,0.6484375,2.234375
m1->a10.h3<q>,-0.099609375,0.111328125
m1->a11.h20<q>,0.21484375,0.29296875
m1->a31.h4<v>,0.076660156,0.079589844
m1->a2.h24<k>,0.49414062,0.27929688
m1->a4.h21<q>,-0.67578125,-1.453125
m1->a6.h0<k>,-1.1015625,-0.18359375
m1->a2.h29<q>,-0.57421875,0.2734375
m1->m29,0.12597656,0.080078125
m1->a6.h1<q>,-0.22265625,0.17773438
m1->a7.h1<k>,-0.15722656,0.115722656
m1->a10.h25<q>,0.14746094,0.28320312
m1->a11.h4<k>,0.14355469,0.19628906
m1->a9.h12<q>,0.11621094,-0.055908203
m1->a3.h9<q>,-0.9609375,-1.1328125
m1->a11.h18<k>,-0.42578125,-0.12207031
m1->a2.h10<q>,-0.125,0.296875
m1->m13,0.26757812,0.20019531
m1->a6.h3<q>,0.35742188,-0.07519531
m1->a4.h14<q>,0.4609375,0.26171875
m1->a4.h6<q>,0.21972656,-0.107421875
m1->a8.h2<q>,0.15039062,0.140625
m1->a8.h16<q>,-0.5546875,0.109375
m1->a10.h6<q>,-0.13769531,-0.078125
m1->a12.h31<q>,0.09814453,0.084472656
m1->a2.h26<q>,0.12207031,0.18847656
m1->a6.h13<q>,0.16015625,0.23144531
m1->a6.h19<q>,0.20410156,0.16992188
m1->a31.h11<q>,-0.16894531,-0.09765625
m1->a3.h4<k>,0.08691406,0.15820312
m1->a11.h21<q>,-0.12792969,-0.19726562
m1->m4,0.8515625,-1.0
m1->a6.h29<q>,0.13183594,0.13183594
m1->a3.h6<q>,0.49414062,0.12890625
m1->a4.h28<q>,0.27539062,-0.44335938
m1->a3.h20<k>,0.17773438,0.12011719
m1->a10.h15<k>,0.14550781,0.068847656
m30->a31.h15<k>,-0.31054688,-0.13769531
m1->m3,-0.671875,-0.2890625
m1->a3.h3<q>,-0.375,-0.3515625
m1->a5.h28<k>,0.18359375,-0.059326172
m1->a7.h17<k>,0.084472656,0.118652344
m1->a2.h15<q>,0.5546875,0.22363281
m1->a6.h22<q>,-0.110839844,-0.26953125
m1->a4.h7<q>,-0.828125,0.18261719
m1->a2.h19<k>,-0.08300781,-0.11767578
m1->a4.h18<q>,-0.41992188,-0.16796875
m1->a10.h2<q>,0.22460938,0.084472656
m1->a3.h21<q>,-0.40234375,-0.23242188
m1->a3.h5<k>,0.07714844,0.06347656
m1->a3.h19<q>,0.096191406,0.11230469
m1->a8.h11<q>,-0.16796875,0.25
m1->a10.h23<q>,0.21386719,0.07324219
m1->a7.h21<q>,0.40039062,0.43164062
m1->a9.h22<q>,0.076171875,0.6171875
m1->a31.h29<k>,-0.1484375,-0.09326172
m30->logits,-2.640625,-3.265625
m1->a3.h25<q>,-0.27539062,-0.10644531
m1->a13.h25<q>,-0.36523438,-0.2734375
m1->a11.h31<q>,0.1953125,0.118652344
m1->a5.h31<q>,-0.10888672,-0.27148438
m1->a2.h0<k>,-0.26953125,-0.09375
m1->a8.h19<q>,-0.1640625,-0.12060547
m1->a2.h29<k>,-0.13867188,0.10205078
m1->a26.h10<q>,0.13378906,0.08300781
m1->a13.h17<q>,0.29296875,-0.087890625
m1->a5.h21<q>,-0.107421875,0.071777344
m1->a11.h31<k>,-0.09765625,0.10449219
m1->a2.h16<k>,0.23535156,0.08984375
m1->a2.h17<k>,0.80859375,0.30078125
m1->m16,-0.083984375,0.12451172
m1->a2.h23<k>,0.41210938,0.328125
m1->a4.h29<q>,-0.41992188,-0.66015625
m1->a3.h16<q>,-0.1953125,-0.1484375
m31->logits,3.5625,1.6796875
m1->a7.h11<k>,-0.0703125,-0.09423828
m1->a7.h22<q>,0.33203125,0.064453125
m1->a8.h3<q>,-0.10498047,-0.119140625
m1->a2.h24<q>,-0.17871094,-0.22851562
m1->a11.h0<q>,-0.09765625,-0.091308594
m1->a3.h21<k>,0.068847656,0.10205078
m1->a3.h20<q>,0.12792969,0.19628906
m1->a4.h5<q>,-0.6640625,-0.34179688
m1->a4.h7<k>,0.39453125,-0.20996094
m1->a4.h10<k>,0.16894531,0.06640625
m1->a6.h19<k>,-0.19921875,-0.10546875
m1->m6,-0.09765625,-0.25976562
m1->a31.h12<v>,0.20996094,0.13964844
m1->a5.h17<q>,0.15625,0.12597656
m1->a5.h19<k>,0.09375,0.06640625
m1->a5.h23<q>,-0.16894531,-0.10546875
m1->a9.h21<k>,-0.07910156,0.0546875
m1->a5.h1<q>,0.84375,0.26171875
m1->a20.h7<q>,-0.09863281,-0.115234375
m1->a4.h23<q>,0.41210938,-0.25585938
m1->a4.h13<k>,0.11425781,0.07324219
m1->a2.h31<k>,0.19335938,0.07763672
m1->a5.h22<k>,-0.11376953,-0.13671875
m1->a6.h0<q>,1.3203125,0.1953125
m1->a10.h0<q>,0.11328125,-0.19042969
m1->a6.h8<q>,0.54296875,-0.17382812
m1->a2.h0<q>,0.11621094,0.10253906
m1->a4.h9<k>,0.10058594,-0.06982422
m1->a16.h6<q>,0.39453125,0.07128906
m1->a6.h27<k>,-0.07763672,0.17773438
m1->a6.h24<q>,0.17382812,0.06982422
m1->a8.h8<k>,0.079589844,0.05908203
m30->a31.h24<k>,0.068847656,0.26367188
m1->a10.h1<k>,-0.08203125,0.09423828
m1->a12.h8<q>,-0.10644531,0.12988281
m1->a14.h30<q>,-0.48242188,-0.087402344
m1->a2.h23<q>,0.36914062,0.3515625
m1->a4.h19<q>,-0.1484375,-0.578125
m1->a6.h10<q>,0.33984375,-0.29296875
m30->a31.h4<v>,-0.076171875,-0.064453125
m1->a16.h14<q>,-0.24609375,-0.08105469
m1->a15.h6<q>,-0.49414062,-0.20996094
m1->a4.h18<k>,-0.087890625,0.11425781
m1->a4.h5<k>,-0.27539062,0.23339844
m1->a5.h22<q>,0.19335938,0.072265625
m1->a3.h0<q>,-0.59375,-0.23535156
m1->m5,0.61328125,0.28710938
m1->a2.h5<q>,-0.07324219,0.13085938
m1->a9.h6<k>,-0.2578125,-0.08251953
m1->a15.h11<q>,0.07324219,0.080078125
a31.h12->logits,-0.06982422,0.15332031
m1->a5.h0<k>,-0.080566406,-0.12988281
m1->a10.h15<q>,0.21484375,-0.1328125
m1->a6.h28<q>,-0.095214844,-0.12890625
