Layer,Head_0,Head_1,Head_2,Head_3,Head_4,Head_5,Head_6,Head_7,Head_8,Head_9,Head_10,Head_11,Head_12,Head_13
0,0.4303416246175766,0.25597526133060455,0.4442491853237152,0.19959691792726517,0.4483243900537491,1.5306694346666336,0.3046180108189583,0.643267497420311,0.43553317546844483,0.9814803820848464,0.24292348057031632,0.5604836511611938,4.0063589215278625,2.210366435050964
1,2.368205111026764,2.02836807012558,1.2849159383773803,3.088936529159546,1.9348517060279846,0.5018727070093155,1.6633901500701904,2.3738969016075133,2.9952372789382933,2.059433305263519,3.6565561389923094,2.487956688404083,3.372919173240662,2.000584992170334
2,3.9647502756118773,2.835496757030487,3.0725381755828858,2.1704366993904114,4.743407464027404,3.1150110387802123,2.6839769887924194,3.385574164390564,2.6087694239616392,2.2238406908512114,2.9416226506233216,3.008878970146179,2.9001655173301697,3.2046599102020266
3,4.029649629592895,2.954722573757172,2.3753723430633547,3.031781497001648,2.7434333825111388,3.764601821899414,1.9522919845581055,1.5195826995372772,1.7062746679782868,2.243884060382843,2.9026999139785765,2.1349935007095335,1.1501322609186173,1.4218498253822327
4,4.382373971939087,2.5788502311706543,2.3077073168754576,1.5931933069229125,3.4875503373146057,3.2313259410858155,2.5268157958984374,2.616170279979706,2.716639468669891,2.847297546863556,2.4106126499176024,3.840111346244812,2.5577803444862366,4.280979943275452
5,5.199468660354614,5.207814636230469,1.8974181151390075,3.5181748199462892,3.6826059722900393,2.305675528049469,2.453507242202759,2.941490788459778,1.6668744349479676,2.7184563779830935,3.2672521352767943,3.0965704703330994,3.0221013808250428,2.9551308369636535
6,0.9379801344871521,1.5145643901824952,2.975769226551056,2.63686079621315,3.927078001499176,3.0758640015125276,0.9695101308822632,2.7168119287490846,2.5229403257369993,1.6218592309951783,3.001614837646484,1.5718116998672484,3.6186634254455567,1.879678510427475
7,2.0155684757232666,2.583691930770874,2.4119602704048155,1.8993828678131104,2.0767200922966005,2.2715811491012574,1.853773593902588,3.3359639501571654,3.5428094625473023,1.7334842669963837,1.6809913766384126,2.975056324005127,2.6799335980415346,1.6238494515419006
8,4.019287714958191,1.955355167388916,3.8101579904556275,4.53201189994812,2.4825921630859376,3.8387495470046997,5.556032066345215,2.702146110534668,1.625229436159134,2.661168403625488,8.693566026687622,1.0591654336452485,3.1216847681999207,2.4341343414783476
9,8.513123950958253,4.212475705146789,5.587520818710328,4.099986534118653,5.114348487854004,5.785862169265747,6.149821081161499,8.647944765090942,10.919600086212158,10.241834030151367,10.712996501922607,9.402005605697632,10.778656330108642,10.656252822875977
10,2.471590452194214,2.220869390964508,5.365292153358459,3.8249473857879637,2.9558568096160887,4.054818139076233,3.5819162845611574,8.090005559921265,2.566185576915741,2.12319128036499,3.219944589138031,2.93801123380661,2.68513721704483,3.4783063244819643
11,7.5466564273834225,7.955595369338989,8.006551504135132,7.585695571899414,8.32395318031311,9.495380039215087,8.412812166213989,10.195268173217773,10.472890377044678,9.200003814697265,9.561911525726318,10.9719065284729,10.573053855895996,10.505059242248535
12,3.3767693185806276,2.7430330514907837,3.1923226881027222,4.336604571342468,2.551301872730255,3.256367371082306,1.3308558773994446,1.7283420395851135,2.5564711570739744,1.7382549858093261,5.274670109748841,2.6256804132461546,8.927949295043945,6.974498491287232
13,2.2477148365974426,2.496302433013916,2.6186051201820373,3.2682508873939513,3.2155537748336793,3.724362006187439,2.5621937346458434,2.96427451133728,2.0909334564208986,2.512390296459198,2.6382395100593565,2.7583013200759887,1.3645539343357087,1.3546753138303758
14,2.9971886920928954,3.173024733066559,3.2457710814476015,2.789811279773712,3.5022125959396364,3.67582236289978,4.152406115531921,3.420679111480713,2.533093581199646,4.195682139396667,2.2372783613204956,4.097371921539307,2.1005867385864256,3.799581615924835
15,2.7225078463554384,3.488944764137268,2.045037560462952,3.125288269519806,6.327985820770263,5.89909056186676,1.874567666053772,1.7481053495407104,3.7738711929321287,3.7999519634246828,3.699524164199829,2.121181380748749,4.414890961647034,3.674993562698364
16,6.520266723632813,2.0034603559970856,4.043145933151245,3.02703852891922,1.7668227350711823,2.4917985439300536,1.2226902911067008,3.059313402175903,2.1556604623794557,3.9284139013290407,2.4920454692840575,4.342682957649231,3.4955942463874816,2.4844669699668884
17,3.7564163398742676,4.683508195877075,2.67478613615036,4.3138487434387205,3.7610879802703856,3.803862211704254,1.940491704940796,4.120031099319458,3.179017677307129,3.66717511177063,3.5800579500198366,3.3814778757095336,1.796770474910736,2.987713861465454
18,3.5834981775283814,3.7916655683517457,2.0648191499710085,3.0033870267868044,3.2490851378440855,2.435367176532745,3.8230365753173827,2.9238702845573425,3.1559002590179444,3.7532718133926393,1.9441476058959961,3.5538895320892334,3.7338361287117006,3.8025313138961794
19,3.6752996397018434,2.3139294576644898,2.1665492177009584,2.794983706474304,1.9457289004325866,3.198754999637604,2.013965992927551,2.9655108857154846,2.088756740093231,3.3662097334861754,2.8863830041885374,4.3616588306427,3.105271484851837,1.948389332294464
20,4.3169410705566404,4.497570986747742,5.4619237375259395,3.3331232404708864,3.7721393966674803,4.921993150711059,5.158789057731628,9.359441585540772,9.164600334167481,4.156704175472259,8.012492132186889,8.645909299850464,9.020627937316895,5.796099238395691
21,8.349365005493164,7.428356828689576,9.017588481903076,9.188583946228027,9.024694509506226,9.359303350448608,9.285200176239014,6.423279042243958,9.088398504257203,9.085758514404297,7.584315490722656,9.334874048233033,9.435758428573608,9.153023977279663
