,mt_kde4,mt_tatoeba,qa_coqa,qa_squad,sentiment_sst2,sentiment_yelp
0,0.0010131702104990287,0.0018509318508169858,0.002169393710979129,0.0007189181429358428,0.0005872288806793356,0.0005788023728667968
1,0.024018589957351084,0.027145781050702245,0.01789738502519733,0.013430519340825894,0.02021777460850504,0.01087718534790573
2,0.031218468843892726,0.03946231085940126,0.028132068345190126,0.013588491676574792,0.019639501465550983,0.020493201213622688
3,0.040548828858216916,0.024577890286621194,0.027775288736447634,0.0158177095844543,0.0215086138574406,0.015485417670902887
4,0.03367665469313834,0.03172116678208107,0.028379615811364955,0.014838791918674715,0.02560855634843127,0.014801711243843347
5,0.044774234017989155,0.03262834390841552,0.03883301042253146,0.015320559618994558,0.03394610127970472,0.015871211264332306
6,0.0725823169594098,0.054379733931273176,0.06348287291292629,0.026678240569308342,0.05068745902140753,0.021087026447722923
7,0.131755688331489,0.0906329142315579,0.1030589357204735,0.037881185344553384,0.06356445744899761,0.038120602261541105
8,0.11865476077489019,0.09489930779939246,0.0805686508232195,0.04155696272500785,0.05371335633531475,0.030540932633614636
9,0.15217971884301726,0.06795884000595638,0.10513522057196882,0.038142115968754,0.04227788171164711,0.03138466832321638
10,0.1328159884366323,0.09668127031139319,0.10665907393112144,0.048006311951750306,0.055374889540136536,0.03245565586020638
11,0.21146840009730242,0.14389130384108278,0.2075538644730944,0.07460201786298833,0.06291501366280235,0.048975356588736196
12,0.13156453881146649,0.09062211954167906,0.1582518159225583,0.05606915197468224,0.0616716924808653,0.0331056054551819
13,0.16690191412876754,0.13883582608508208,0.19296762224818978,0.059799249049808254,0.06724893140606578,0.03524657896054637
14,0.18737110177321092,0.18850901438455495,0.32622325894555876,0.09518877339416312,0.09553335507134238,0.05235424456319633
15,0.18760900179722478,0.1641506337055138,0.30694772553763217,0.07928522973720512,0.0868118811265698,0.0498705661556284
16,0.16076105123252735,0.15119886731861956,0.22549455933272836,0.05739202679534038,0.05506420320448725,0.02577550360600326
17,0.27576924092934596,0.15804917266459334,0.48182496986218853,0.11133245925419026,0.13454941218186695,0.07294607755794584
18,0.2262998158484697,0.1830862561081137,0.3105188547394105,0.07080381834879512,0.08624987545157112,0.03246765347330693
19,0.19263750717043873,0.1652469489883099,0.2241314215692026,0.05404621105375031,0.08486325613489101,0.027849292608110997
20,0.2158166708371468,0.18879720443061415,0.35888928014785054,0.08101612090266173,0.08904523194501437,0.062395097294024
21,0.11132253122116838,0.12765291395464107,0.27394209226327276,0.05042588344908181,0.0389898477754156,0.0301455034302281
22,0.1996301052958837,0.20189694742006917,0.3448834247780698,0.07796287696542478,0.0781460779053824,0.07047837729366224
23,0.3082695051074759,0.3864777767400457,0.500063523108256,0.1607832213314915,0.17403677608265883,0.07951945803640874
