Layer,Head_0,Head_1,Head_2,Head_3,Head_4,Head_5,Head_6,Head_7,Head_8,Head_9,Head_10,Head_11
0,0.29132365316152575,2.052917284965515,0.29457093417644503,2.0153355765342713,1.1429386639595032,1.8041685891151429,0.30720455706119537,0.8813381975889206,0.29659287482500074,0.1719302210211754,0.22341247886419296,0.21722742348909377
1,0.7682182252407074,0.5095872467756272,0.2003838250041008,0.6821624380350113,0.28421810150146487,0.5585635894536972,0.6168132066726685,0.3289108783006668,0.2723676514625549,0.7173432385921479,0.174858917593956,1.3980754113197327
2,0.6183428972959518,0.625748108625412,2.728649685382843,1.2750513863563537,1.3283130818605422,1.5441810166835785,0.5578808152675628,0.19954020634293557,1.2380911630392075,1.4779206931591033,0.27438144594430924,1.1599966275691986
3,0.9712245219945908,0.9092856931686402,3.1550586938858034,2.1777371430397032,1.20916149020195,0.32241871297359465,1.9109946060180665,3.098544135093689,2.403272705078125,0.8283801752328873,0.45113602936267855,1.3597722411155702
4,1.972851585149765,1.7126518297195434,0.4653439661860466,1.261599872112274,0.8763381052017212,0.8690548539161682,0.4041845455765724,1.2788158237934113,1.0521541082859038,0.6292353731393814,1.009966526031494,10.592561473846436
5,1.318537164926529,0.3408303427696228,0.8495220577716828,0.8795041429996491,1.1304115068912506,0.900020357966423,0.803677961230278,0.6062730050086975,0.4267544621229172,0.8399792432785034,0.3298120364546776,0.7827371942996979
6,1.57186625123024,0.4504577282071114,0.6189426350593566,0.21220403164625168,0.2964564883708954,0.32527021899819375,0.9530001574754715,0.3548853561282158,1.4688407981395721,1.414134703874588,1.436165885925293,1.3076355409622193
7,2.271936686038971,0.8780143922567367,1.1935207438468933,0.27279797360301017,0.4061097529530525,0.39341183930635454,0.6810520279407501,0.7993415135145188,0.9011513435840607,0.5854886624217034,0.7905879926681518,1.836575427055359
8,0.6546655851602554,0.4496759060025215,0.36443545132875443,0.3558182127773762,0.8359241914749146,1.3567314124107361,0.767084304690361,2.4158997631072996,0.285921446532011,0.31450994983315467,0.17468800596892833,0.2707840543985367
9,0.3641193443536758,0.30399525314569475,0.19016461454331876,2.110326497554779,0.9705810701847076,0.284912715703249,0.23535393819212913,0.23504484459757805,0.18698464564979075,0.13088389478623866,1.3909361708164214,0.6575385552644729
10,0.1863613422960043,0.17723103776574134,0.451152448952198,0.36870473936200143,0.40388089895248414,0.9921319556236267,0.1863959950953722,0.41337452620267867,0.4810852481424808,2.0660086941719054,0.21457423351705074,0.5340018638968468
11,0.2806245583295822,0.2069800331443548,0.11142444245517254,0.7702535510063171,0.2705738240480423,0.2258050811290741,0.11800077646970748,0.27592749774456027,0.656003258228302,0.2510473558306694,0.38737749606370925,0.45256795376539233
