Layer,Head_0,Head_1,Head_2,Head_3,Head_4,Head_5,Head_6,Head_7,Head_8,Head_9,Head_10,Head_11
0,0.00017775478409021161,3.756646952751908e-05,9.655267174821347e-05,8.832623330818024e-05,0.0001916590705513954,0.00014154142554616554,9.541557330521754e-05,0.00017275228776270524,0.00011803498535300605,7.124494833988138e-05,7.286794811079744e-05,0.0002246351449866779
1,0.01590628728270531,0.009381677582859993,0.0026075239945203064,0.0044074756652116775,0.00316499016713351,0.025819993410259486,0.03779291246086359,0.01215236940421164,0.005126946335658431,0.01516780722886324,0.0021703067095950246,0.02076942317187786
2,0.02341240517795086,0.12065883375704288,0.0365860391408205,0.029060242380946875,0.03432064164429903,0.029627360031008722,0.016112903328612448,0.007760970396921038,0.0293086514249444,0.034325529038906094,0.010882369074970484,0.011075452556833626
3,0.032526687011122705,0.02586217997595668,0.03469587665051222,0.03286311026662588,0.019423855040222406,0.019988592378795147,0.03333727091550827,0.03619358241558075,0.025409566834568978,0.0360600358620286,0.01168378310278058,0.028480279967188837
4,0.03125181403011083,0.032042154520750044,0.030141342878341675,0.027587783243507146,0.02406096810474992,0.02531366888433695,0.01136306680738926,0.026906382367014883,0.025080368937924504,0.023221901059150694,0.020473294127732515,0.004356055068201386
5,0.04192628126591444,0.01914836972951889,0.02667525103315711,0.03002684984356165,0.023500892557203768,0.051256597824394706,0.04911910809576511,0.019464179519563914,0.03562735240906477,0.025146461557596922,0.050240279920399186,0.03319437880069018
6,0.03141283888369799,0.018089980175718664,0.015612435517832637,0.02515204969793558,0.07039098523557186,0.013597101625055074,0.032162953428924085,0.023155898228287695,0.028631551936268807,0.027017562156543135,0.029493465796113016,0.022617834769189358
7,0.03273771446198225,0.05884867697954178,0.01551357122603804,0.015748511785641312,0.022345992811024187,0.03863842023536563,0.028393124639987947,0.030855427030473948,0.04030533151701093,0.024000522494316102,0.027849476896226407,0.03339017633348704
8,0.03258951887488365,0.025219392450526356,0.059381424486637115,0.04528234969824552,0.01710021812468767,0.026559272557497026,0.05149015478789806,0.028365357015281915,0.053024763613939284,0.04066356923431158,0.02597187675535679,0.023783258330076933
9,0.06448432948440314,0.023505103457719088,0.046169829405844215,0.03571702018380165,0.05807508807629347,0.022053701058030128,0.02930528690107167,0.0357157569564879,0.032905788272619245,0.03133194895461202,0.031152637470513583,0.08466038830578328
10,0.060006060004234314,0.04394451702013612,0.10604761518537999,0.06656777422875165,0.13358555160462857,0.034131981618702414,0.05716771975159645,0.06503134932368994,0.051212656237185,0.049097181893885136,0.043210692796856166,0.0658319478109479
11,0.08716655008494854,0.045652340576052663,0.08163426715880633,0.06642977200448513,0.03986005239188671,0.06058165114372969,0.04027880650013685,0.07139591455459594,0.12111445270478725,0.042613414339721205,0.06760546937584877,0.12406731143593788
