Layer,Head_0,Head_1,Head_2,Head_3,Head_4,Head_5,Head_6,Head_7,Head_8,Head_9,Head_10,Head_11
0,0.00013159896203433164,3.072910803894047e-05,4.783592601597775e-05,0.00011802243869169616,0.0001582254898676183,0.0003894347292953171,8.296592422993854e-05,0.0001828348415438086,6.853240447526331e-05,0.00014610077298129909,5.30339362740051e-05,0.00018180720770033076
1,0.013347052317112685,0.012119561545550822,0.002874011918902397,0.011365318363532424,0.0010843877017032355,0.013051144685596228,0.021561410017311572,0.007487663985230029,0.0055929950485005975,0.011571831051260233,0.0009216276183724403,0.023401904068887234
2,0.023755253683775665,0.07930996865034104,0.0576870296895504,0.036993328109383584,0.0323432108014822,0.0265979971177876,0.010861649876460433,0.014617387130856514,0.03540114983916283,0.03807970058172941,0.007603039229288697,0.0033868684410117565
3,0.012662114761769771,0.030825368799269198,0.05825166441500187,0.06438467159867287,0.007616638392210007,0.018445364478975535,0.03466931313276291,0.05316554397344589,0.05274860292673111,0.06186668783426285,0.017513131592422723,0.05819727279245854
4,0.06510670304298401,0.050732096284627916,0.031567810773849486,0.04770148117095232,0.031356209628283976,0.04640346683561802,0.019989862963557245,0.033113272413611415,0.03320600651204586,0.0397545787319541,0.01282594152726233,0.004852338780183345
5,0.059181196764111516,0.005566065246239304,0.03477546963840723,0.04488870844244957,0.03613294180482626,0.01978513260371983,0.06719515509903431,0.04206807631999254,0.03489677120000124,0.01442340369336307,0.05294931814074516,0.05351805739104748
6,0.04951780248433352,0.04621095024049282,0.0219172147102654,0.043579989857971665,0.12293309926986694,0.024350336715579034,0.04520272985100746,0.05626654036343098,0.045663477778434755,0.01994349481537938,0.0646552675962448,0.03658657489344477
7,0.06209852024912834,0.044294825308024886,0.005464851753786206,0.016145638152956963,0.04652899485081434,0.05394127279520035,0.05880818523466587,0.03758790214546025,0.04897594667971134,0.03205734893679619,0.012409300906583667,0.032791969887912276
8,0.08185435958206654,0.023755679670721293,0.11740334242582322,0.04477405562996864,0.0490650113672018,0.06317756988108159,0.0771477585285902,0.06603596672415733,0.05485460713505745,0.07648057259619236,0.04630938213318586,0.05954014264047146
9,0.11356210060417653,0.025964517779648304,0.05312413521111012,0.09033716142177582,0.05825666680932045,0.032280733659863475,0.021629628855735064,0.031157292351126673,0.0559888594597578,0.026245453283190726,0.07747072651982308,0.07983952403068542
10,0.09043846786022186,0.04880816452205181,0.10323129378259183,0.09367830909788609,0.1336242936551571,0.07000439651310444,0.07244068369269371,0.12139362886548043,0.09261896193027497,0.12104058250784874,0.03786885211244226,0.1339326784014702
11,0.17269293397665023,0.08599649000912905,0.07277316868305206,0.14624390929937361,0.08400171883404255,0.13907552123069764,0.06417721912264823,0.0766480353474617,0.14574621334671975,0.1282208614051342,0.10494447618722916,0.12883732721209526
