,mt_kde4,mt_tatoeba,qa_coqa,qa_squad,sentiment_yelp
0,1.2398906937241556,1.2820726004242895,1.739929035734385,7.46834489941597,1.7146030746959153
1,1.1743376308865845,1.123835670594126,3.2517856395244604,9.571953136920929,1.9636530552618205
2,1.312961591146886,1.2518925941735506,3.785729148536921,9.638963399380446,2.3010885880887515
3,1.0540472226031126,0.954193528480828,3.311182764321566,9.500578281581404,1.7447170696407557
4,0.9869333908613772,0.9400450772419571,3.0438805188983684,9.197685754299165,1.4687740208022295
5,1.0117675675824283,0.9933634260669348,2.9370536788925534,9.006902689039707,1.0619687469489874
6,0.8747572289779783,0.8083578101918101,2.606793184317648,8.719882105588914,1.2933066058252005
7,0.8818036165274681,0.8452185781113805,2.2868636041879653,8.809180973470212,0.7943991220928727
8,0.8652070171758532,0.8856640479154886,2.334411153718828,8.687834876030683,1.745860029822215
9,0.8006858896557243,0.7979370800964534,2.635100350156426,8.515151320025327,1.2687915331684054
10,1.3037819237075745,1.2801351660303772,3.179920303449035,8.883742500171069,1.3275930700264873
11,1.1297878911346197,1.0470886076241732,3.2664006587862966,9.443171248435974,0.9844897322310139
12,1.2902579747699203,1.2064220262691376,3.597194192558527,8.972054311335087,1.0455707566440104
13,1.4770738786086441,1.3326205404847862,3.85230296343565,9.823938258588313,1.5137366053531878
14,1.4658349188789728,1.2162761599756777,3.6237477016448976,9.364739537090063,1.4719020802830343
15,1.0941086668986828,0.8526818532776085,3.4764333935081955,8.054640599545094,1.6746780011616649
