Layer,Head_0,Head_1,Head_2,Head_3,Head_4,Head_5,Head_6,Head_7,Head_8,Head_9,Head_10,Head_11,Head_12,Head_13,Head_14,Head_15,Head_16,Head_17,Head_18,Head_19,Head_20,Head_21,Head_22,Head_23,Head_24,Head_25,Head_26,Head_27,Head_28,Head_29,Head_30,Head_31
0,0.5712778568267822,1.1175149595737457,0.5659259045124054,1.757887613773346,1.3058773374557495,1.2889391160011292,1.2889987015724182,1.0822244250774384,1.6203670001029968,2.0760213899612427,2.2413059997558595,1.4594895553588867,1.6209858536720276,1.8464085602760314,1.8358184051513673,1.4096139788627624,1.661342079639435,0.760510847568512,1.9195839381217956,1.7928676795959473,0.5152263921499253,0.5036804604530335,1.4750234699249267,0.611677103638649,0.8982866168022156,1.099052414894104,0.9183102858066559,1.235645353794098,1.0275114631652833,1.2205290341377257,1.599894766807556,0.6974138486385345
1,1.1077754390239716,0.9788252031803131,1.1346124053001403,0.8968683803081512,1.2617349648475646,1.2075904417037964,1.340734622478485,1.5207904028892516,0.9242934250831604,1.299627299308777,0.5717622184753418,0.827567150592804,1.172527507543564,1.3801294469833374,1.3647346425056457,1.2444879221916199,1.0870942962169647,1.1020391166210175,1.3460016250610352,1.2566775715351104,0.8940027844905853,1.235521206855774,1.3096321725845337,1.2149214053153992,1.3777020144462586,1.2287405598163605,1.3132581806182861,1.3794725561141967,0.587767248749733,0.5772102528810501,0.8860091066360474,0.9322273969650269
2,1.2365160751342774,1.494905846118927,1.3315621709823608,1.474741268157959,0.7693607592582703,1.1384767711162567,1.2007681441307068,0.7419778978824616,1.4802884936332703,1.322708909511566,1.0465602481365204,1.3701313400268555,0.9396397173404694,1.435996379852295,1.7202860665321351,1.7390250992774963,1.2408121395111085,1.1835874569416047,1.232711365222931,0.7186627745628357,1.520662317276001,1.5072800588607789,1.3323895835876465,1.2092330682277679,1.0261125338077546,0.8665522599220276,1.3336903381347656,1.2660060906410218,1.3020506143569945,1.4947343897819518,1.2277946972846985,1.1547868990898131
3,1.031969289779663,0.9432335698604584,0.6975584471225739,1.1925075376033782,1.3852076578140258,1.0292622685432433,0.9918419671058655,1.0205866861343384,0.6435511338710785,0.8804016304016113,0.9552274215221405,0.904565942287445,1.2418208837509155,0.8491108763217926,1.1633199751377106,0.6766332042217255,1.0673729062080384,1.0305912220478057,1.075318194627762,0.9190283381938934,1.1541869413852692,0.7247595763206482,0.5085528618097306,0.9899401605129242,1.0192643570899964,1.1945892465114594,1.0816557157039641,1.252401478290558,0.5805416703224182,0.7617517483234405,0.7684473025798798,0.7977140414714813
4,1.4509516644477845,0.6124507236480713,0.9939964652061463,1.0489249670505523,0.7756154274940491,0.767108553647995,0.889166203737259,0.8339094829559326,0.48019895076751706,0.5749995470046997,0.5577617502212524,0.9963435971736908,0.9162802088260651,0.5791814678907394,1.02642196893692,1.0664842689037324,1.3535629534721374,0.9000671839714051,1.0572727251052856,1.2918528652191161,1.1404617071151733,1.2834088969230653,0.7036025989055633,0.6871108376979828,0.6488627719879151,0.9372550868988037,0.8252005434036255,0.7752357399463654,1.1113610410690307,1.5775490498542786,1.2898389101028442,0.9287075901031494
5,0.7717966079711914,0.9299063682556152,0.7366323351860047,0.7052671158313751,1.1922051239013671,1.5768835544586182,1.1182430100440979,1.3560978698730468,1.4325688672065735,1.459808828830719,1.6387013840675353,1.8258713150024415,0.9933927834033967,0.6416832900047302,0.8336134815216064,0.7646528720855713,0.6082659709453583,0.7220864391326904,0.7366318690776825,1.0449146676063537,0.6625818634033203,1.3150067663192748,1.4957870054244995,1.1620480465888976,0.6114631402492523,0.4704193311929703,0.808607827425003,0.6220331168174744,0.8577118861675262,0.8531843292713165,0.9288228356838226,0.9106668901443481
6,0.7229575645923615,0.9690366101264953,0.7172168707847595,0.6309640443325043,0.6076396214962005,0.6019396775960922,0.9303870213031769,0.36319541811943057,1.2303883492946626,1.2432643222808837,1.3927994406223296,1.517151529788971,1.044035120010376,0.9085146725177765,1.0079828095436096,0.6163478356599807,0.6758901476860046,0.7220493543148041,0.4628130161762238,0.6764998304843902,0.729946665763855,0.48954194247722627,0.52044753074646,0.706264123916626,0.5950629252195359,0.7847924816608429,0.7761867189407349,0.9740648078918457,0.9014701926708222,0.7045850479602813,0.7607890057563782,0.8783274328708649
7,0.4240452265739441,0.5558832693099975,0.5682277703285217,0.6352511250972748,0.6529248809814453,1.76857079744339,1.6766661882400513,0.8036260509490967,0.7123572027683258,1.5402950406074525,0.4827431118488312,0.4718181073665619,1.461926317214966,0.5248001664876938,0.538875812292099,0.4745981603860855,0.6167045676708222,0.4594844627380371,0.8369051945209504,0.556535295844078,0.9155858910083771,0.9584164702892304,1.238153966665268,0.8487432336807251,0.7751458239555359,0.672286838889122,0.6590829193592072,0.823064124584198,1.3769894194602967,1.2439766061306,1.199374440908432,0.5741367244720459
8,0.9401037001609802,0.9504876971244812,0.7117568850517273,1.0383387076854707,0.8105775225162506,0.6170547020435333,0.5874107295274734,0.6292816317081451,0.749122496843338,0.39026821196079253,0.432959161400795,0.5884972989559174,0.7135998558998108,0.815406768321991,0.9165539491176605,0.6888825535774231,0.8439143395423889,1.2486144196987152,1.5107595014572144,1.5109539937973022,1.4739297533035278,1.3647617173194886,0.6413517862558364,0.8110739648342132,0.8517307496070862,0.7072132456302643,0.7052486050128937,0.8084101963043213,1.13198979139328,0.6460796535015106,1.1737703454494477,1.3298838639259338
9,0.5228595542907715,0.6447172993421555,0.4591616517305374,0.5063987773656845,0.3567407152056694,0.4656190520524979,0.511447222828865,0.4958468896150589,2.2277274990081786,1.2903078842163085,1.7057786893844604,0.80979541182518,0.9038876891136169,0.32907516330480574,0.3481048631668091,0.504848781824112,1.32986518740654,1.409981997013092,0.9033264923095703,0.8430343198776246,0.4760176920890808,1.0380536305904389,1.0250101220607757,0.654694704413414,1.0307911336421967,0.4683563125133514,0.32059440672397616,0.8951027917861939,0.7239164435863494,0.7714636993408203,0.8393795835971832,0.7280366885662078
