,mt_kde4,mt_tatoeba,qa_coqa,qa_squad,sentiment_sst2,sentiment_yelp
0,0.49806165639843264,0.4667293672263622,1.1242837167424817,0.9798094433333191,0.6196325212397745,0.9067277405730316
1,2.1479585912291492,2.412433572326388,3.3499207830429074,3.0071443656512677,1.6466114409480777,2.272651763600962
2,1.9829687964916227,1.7578000605957846,3.945870333058493,3.6593079549925673,2.5887165235621588,3.061366337622915
3,0.9563597390321747,0.8239144163046564,3.090573669501714,2.771136699914933,4.123410172036715,2.423662154376507
4,1.320170227997005,1.2232104458127704,3.707747687952858,3.245570933478219,3.969918730940138,2.955529177188873
5,1.6552403581993917,1.8133571157285149,3.85782974583762,3.4741355885778153,2.2154261196511134,3.1380386713572905
6,1.2043515758855003,1.149709633546216,4.111220879214151,3.239246445213045,1.9571563747099467,2.3550719028711318
7,1.2342795361578465,1.2483306918399675,3.1162050620147164,2.6514906452383307,1.899704453434263,2.3346262007100242
8,1.924180139643805,2.015871125970568,5.056985166413442,4.310337198632104,2.8583981181042537,3.4636629335369378
9,4.352315692859037,4.514194181306022,8.028730532441822,7.740972143922534,5.065909276093755,7.915887777805329
10,1.7542661397371972,1.4094390759723525,4.281378138235637,3.8083232932431352,2.5065715519871032,3.5411480283737187
11,4.908071481585503,5.683214756846427,8.691405359676907,9.131078675815036,6.545877311059407,9.200481269700187
12,1.7743915334769655,1.8702294517414912,4.2461145678588315,3.950493274416242,2.3768555000850133,3.6152229458945135
13,1.2968627152272632,1.1695554157027175,3.5524153499943867,2.8355451437405175,1.9755386873653957,2.5583107953837945
14,1.6610961676708291,1.726158823796681,3.9590531434331617,3.3982645457131517,2.5850075634036744,3.2800364521571574
15,1.9693555921316146,1.95406256880079,4.454980474369867,3.999071265799659,3.0501231869629453,3.479710076025554
16,1.4685046736683167,2.085109926760197,4.029304773466928,3.269169036149978,2.771366463473865,3.0738143229271686
17,1.7817320115225657,2.0581181205596244,3.9114955605779387,3.2466445030484876,2.229909683210509,3.403303240197045
18,1.7706487411473477,1.9247705622230256,3.5112611739976067,3.0410171839169093,2.156886475937707,3.2013075535637996
19,1.3633568816951342,1.3690518532480511,3.87766692672457,3.1304024590764734,2.1373822707789283,2.7736708518436974
20,3.264965230226516,4.290006749544824,6.185580662318638,6.421164750031062,4.22507917702198,6.115596810238701
21,4.6485451296397615,6.5508131230728965,8.301555746623448,9.069900668007987,5.943184254680361,8.697035736015865
22,4.473025383778981,5.566102308375494,8.027299488612584,8.828126126698084,5.086101374115264,8.06965650149754
23,4.265153724541223,4.649847388522965,7.1582850956916815,7.221122433372905,6.0161939379145455,6.893838702397686
