Layer,Head_0,Head_1,Head_2,Head_3,Head_4,Head_5,Head_6,Head_7,Head_8,Head_9,Head_10,Head_11
0,0.0002959594450658187,5.246319822617806e-05,0.00012856393761467188,8.144340463331901e-05,0.00012567890982609242,0.00018223014834802597,0.0001420068983861711,0.0001677732350071892,0.00013212545934948138,3.412127589399461e-05,5.139071901794523e-05,7.779458843288012e-05
1,0.007416133573278785,0.005818503014743328,0.00160631941864267,0.002256381646730006,0.002205164534971118,0.008132431069388985,0.01579001547768712,0.004674228243529797,0.0030909028090536595,0.007679024878889322,0.0015836878074333071,0.016325071901082993
2,0.014508947413414717,0.027903086729347704,0.028748244419693945,0.02173540074378252,0.023271544314920904,0.02064663916826248,0.011566426400095224,0.005904143359512091,0.018321509137749672,0.024601700901985168,0.007844956899061799,0.006523276288062334
3,0.015552718155086041,0.016720498986542223,0.026575619988143444,0.019952250830829143,0.012342354897409678,0.015801098309457303,0.02033727992326021,0.02614573694765568,0.016426759231835605,0.020533596649765968,0.007667491910979152,0.017639714889228345
4,0.03510468222200871,0.02030461609363556,0.01712179131805897,0.02071457501500845,0.010158802326768636,0.022867490984499455,0.00762898332439363,0.016596585251390933,0.010738600436598062,0.014191238470375537,0.011065893452614545,0.000942565524019301
5,0.03410830743610859,0.03367715917527676,0.01806611504405737,0.01878159485757351,0.0210012062266469,0.04941220074892044,0.059177172631025315,0.02359137374907732,0.020581912472844122,0.020225026197731494,0.03913800321519375,0.021991928927600383
6,0.017332427483052016,0.01533014176413417,0.01075438741594553,0.02095175240188837,0.03615316428244114,0.010856927670538426,0.012491664532572031,0.016395680028945207,0.013190272487699986,0.00702141716144979,0.03253639325499535,0.01824708979576826
7,0.022097298316657542,0.07661633469164371,0.02647858615964651,0.012575203720480203,0.014192623924463988,0.04997073203325272,0.02687172546982765,0.020916652884334325,0.031120949648320673,0.014924322795122862,0.08132722273468972,0.04256874844431877
8,0.02399761911481619,0.06548245839774608,0.059775019735097884,0.06040354534983635,0.020160056836903095,0.025918090008199213,0.04022223073989153,0.027056888565421103,0.06085758239030838,0.03335241656750441,0.021886350587010384,0.033074750900268554
9,0.06309260793030262,0.03573454234749079,0.07643994763493538,0.04038734331727028,0.05593639709055424,0.025573206059634687,0.05900404766201973,0.04262364290654659,0.04437300659716129,0.11063369020819663,0.02510370492935181,0.05754026524722576
10,0.06585031285881997,0.09898691341280937,0.05248439148068428,0.08834732368588448,0.07343088135123253,0.03218870144337416,0.06889543026685714,0.04940002210438252,0.04365572400391102,0.05162769891321659,0.05577605612576008,0.11712527140974999
11,0.09437873125076295,0.05551612578332424,0.054048205092549324,0.07624604687094688,0.041555027216672896,0.05165014907717705,0.045032426938414576,0.060304182693362234,0.12744762793183326,0.06857412755489349,0.0786488537490368,0.3630499845743179
