Layer,Head_0,Head_1,Head_2,Head_3,Head_4,Head_5,Head_6,Head_7,Head_8,Head_9,Head_10,Head_11
0,0.4046098506450653,1.0731509661674499,0.32493467271327975,1.035092487335205,0.6157808893918991,0.9578608191013336,0.3583297166228294,0.47293530881404877,0.31829064935445783,0.2321430891752243,0.2459864827990532,0.22693392097949983
1,0.4408732521533966,0.323585724234581,0.2651367935538292,0.43142087280750274,0.270550582408905,0.5458964574337005,0.5632842743396759,0.3362861469388008,0.2897243508696556,0.6473411995172501,0.2705285310745239,0.8575664281845092
2,0.3409065935015678,0.5142884063720703,1.0001525700092315,0.5654290375113488,0.6742267698049546,0.638662593960762,0.46057956635951997,0.13700209319591522,0.5206423410773278,0.7035959434509277,0.2177691413462162,0.6774406486749649
3,1.1808380889892578,0.4568220210075378,0.7669811290502548,0.7128492212295532,1.1353396582603454,0.6023147851228714,0.609643058180809,0.7851890617609024,0.7269752544164657,0.5838701051473617,0.6765494734048844,0.5145533138513565
4,0.6278185963630676,0.5643339854478836,0.5166510924696922,0.520360558629036,0.7522706460952758,0.4224177484214306,0.23545895159244537,0.5865210136771202,0.8796683168411255,0.4345756259560585,1.072769445180893,3.8425838232040403
5,1.3378594982624055,1.5330432307720185,0.49051728457212446,0.3595552825927734,0.3793792369961739,1.403079686164856,0.8780925190448761,0.5353917092084884,0.5058063614368439,0.842320716381073,0.3462132874131203,0.8774459493160248
6,0.6523808526992798,0.3738026362657547,0.45257693231105806,0.29247526049613953,0.31314545512199404,0.33677073806524277,0.9086209177970886,0.28425011068582534,0.8312327426671982,1.543493515253067,0.8704167366027832,0.3105256268382072
7,0.6053469595313072,0.9866659331321717,1.8745091652870178,0.2997608855366707,0.5996340388059616,0.37647429287433626,0.5904504162073135,1.0282499480247498,0.41244515717029573,0.29379449218511583,1.4480756413936615,1.2762684404850007
8,0.8639813435077667,1.5381123530864715,0.5599688911437988,1.0919988524913788,0.68509670317173,0.2817147354781628,1.192339426279068,0.3952694708108902,0.46986855417490003,0.33095233410596847,0.3089988887310028,0.287190350741148
9,0.7807155221700668,1.357230954170227,1.0168474316596985,0.37537806466221807,0.8884950083494186,0.7692623704671859,1.0899234223365784,0.48127775818109514,0.45201880276203155,1.2563203001022338,0.41154701352119444,1.6456868648529053
10,0.7517265594005584,1.1736081051826477,1.1760577487945556,0.5491001829504967,1.0148929011821748,0.14947495602071284,1.0091766345500945,0.6663139653205872,1.7525925683975219,0.3242016707360744,1.218724740743637,0.8446504807472229
11,0.4936819130182266,0.8327751713991165,0.962402685880661,0.5528998732566833,0.5063693690299987,0.9581176680326462,1.7493840503692626,0.8387523525953293,0.452526113986969,1.5834719300270081,0.256247960627079,0.5175065648555756
