Layer,Head_0,Head_1,Head_2,Head_3,Head_4,Head_5,Head_6,Head_7,Head_8,Head_9,Head_10,Head_11,Head_12,Head_13
0,0.00021200344170210883,0.0006084952875971794,0.00018754910968709737,0.0009574509272351861,0.00018022323711193168,0.0002907993597909808,0.0005820814636535943,0.0005059375715791248,0.0015818241005763412,0.0028577306400984527,0.0006130958208814263,0.0023128270404413342,0.000259884924889775,0.014762840904295445
1,0.029550776332616806,0.043914538025856015,0.008662862302735448,0.11517695263028145,0.03511267237365246,0.007553787054494023,0.03596276208758354,0.01381269795820117,0.011252439357340336,0.011525974366813898,0.030062469579279424,0.008753872560337186,0.010340342205017805,0.018358280509710313
2,0.069364013671875,0.018361966982483865,0.10360459938645362,0.006830953042954207,0.029398658499121665,0.011539712119847535,0.005467996345832944,0.06133876621723175,0.03248144641518593,0.021912552267313003,0.09376617848873138,0.03733860246837139,0.03584133844822645,0.025225378051400186
3,0.053507951125502586,0.016628052592277526,0.0328267553448677,0.02532086454331875,0.013029198925942183,0.06053595222532749,0.009774310374632477,0.007875811643898487,0.01230080023407936,0.06325556889176369,0.02093940943479538,0.007967350417748093,0.010358174238353968,0.009770110342651605
4,0.012235315665602684,0.016071607153862716,0.10730244114995002,0.01738498067483306,0.034950350001454356,0.012418478541076184,0.02926151778548956,0.015389873869717121,0.04917576171457767,0.015313395373523235,0.026257734932005405,0.06588778205215931,0.020603497177362443,0.02184370331466198
5,0.01393012996762991,0.009797480832785367,0.03035628128796816,0.03144436098635197,0.013891222672536969,0.04416854925453663,0.0020197065966203807,0.06013661064207554,0.05541353799402714,0.05608509466052056,0.03655499044805765,0.04667960025370121,0.026641621813178064,0.029677852243185043
6,0.0863794992864132,0.03847856633365154,0.05211648188531399,0.015157548524439336,0.04611141070723534,0.04015976421535015,0.11606745958328248,0.054424474164843556,0.050512275844812396,0.0483005328476429,0.08313541233539581,0.0667001574486494,0.03991882462054491,0.0238540181145072
7,0.2563550302386284,0.11949988812208176,0.05405806735157967,0.042611626461148265,0.10779273629188538,0.11510466411709785,0.01615600714460015,0.13914056792855262,0.05010230086743832,0.08458538174629211,0.10417488716542721,0.05977500401437283,0.06556010402739049,0.053945393711328504
8,0.1813381153345108,0.14530583903193472,0.12688934341073035,0.09361012607812881,0.24232607454061508,0.15194574385881424,0.00805908814072609,0.06207920365035534,0.023909819163382053,0.11441830694675445,0.01351594878360629,0.045979036465287206,0.08376759096980095,0.035446836352348327
9,0.019283114578574897,0.11357256487011909,0.12737199828028678,0.07556187368929386,0.17392882019281386,0.13549880996346475,0.09432006224989892,7.980505237355829e-05,0.025450499355793,0.06210530355572701,1.1749733466785983e-05,0.02884696837514639,0.09503882557153702,0.0003537659184075892
10,0.010924100214615463,0.07367805115878583,0.06468939438462257,0.18274727314710618,0.05876385740935802,0.092224480509758,0.12173215627670288,7.215345278382301e-05,0.17260082691907883,0.027428878545761107,0.10728621885180473,0.22858174830675126,0.18677588880062104,0.026031967401504517
11,0.22099823087453843,0.06191596947610378,0.21394239425659178,0.23738618731498717,0.2993297225236893,0.1802142295241356,0.29620966374874114,0.0975130172073841,0.0004459425597451627,0.009599119853228331,0.05501884922385216,0.08276047691702842,0.11075004622340202,0.14839562505483628
12,0.024042557179927825,0.08238115012645722,0.07993771284818649,0.0734895821660757,0.12279431164264679,0.13350272595882415,0.04235939897596836,0.04366937473416328,0.026409846507012846,0.04604015726596117,0.03779319643974304,0.07509406298398971,0.3624032235145569,0.11879316419363022
13,0.09435738623142242,0.10707389459013938,0.16908652186393738,0.1401810474693775,0.15555508330464363,0.19003501087427138,0.056048407554626464,0.15925150111317635,0.1643954995274544,0.25883267223834994,0.1435711371898651,0.14673471033573152,0.10963584691286087,0.04894295983016491
14,0.1816275644302368,0.03330014731734991,0.07877043172717095,0.1509924927353859,0.19134567499160768,0.3723599648475647,0.2204256436228752,0.34412514328956606,0.13744378775358201,0.22745829224586486,0.12752545714378358,0.20626364558935165,0.11022288769483567,0.2572673410177231
