Layer,Head_0,Head_1,Head_2,Head_3,Head_4,Head_5,Head_6,Head_7,Head_8,Head_9,Head_10,Head_11
0,0.3475061923265457,1.3876372504234313,0.2834723147749901,1.1302896559238433,0.5224892777204514,1.0547882306575775,0.3304760926961899,0.34374460101127624,0.30220783442258836,0.18141715466976166,0.1991562369465828,0.25817893803119657
1,0.3773192405700684,0.23501521706581116,0.18779621362686158,0.340293830037117,0.2864556914567947,0.6335031688213348,0.6853356420993805,0.3846163010597229,0.350869619846344,0.5832939434051514,0.2064143005013466,0.8514259803295136
2,0.2705042719841003,0.5040373980998993,1.049003291130066,0.44070776998996736,0.699965078830719,0.5933302640914917,0.3957358485460281,0.15161740988492967,0.518953588604927,0.5793656826019287,0.1508183279633522,0.6215981876850128
3,0.9996540713310241,0.46141326904296875,1.4521438717842101,0.7307140576839447,1.1936752808094024,0.3137265658378601,0.6129617774486542,1.140148047208786,0.8266429507732391,0.5189554971456528,0.46056459963321683,0.6617966330051422
4,0.8504933565855026,0.668412903547287,0.45698033452034,0.6067681127786636,0.8036897158622742,0.28643303632736206,0.09670478075742722,0.6013870561122894,0.7880282640457154,0.3603647965192795,0.9362083959579468,9.802294578552246
5,1.3682262802124023,0.6672891807556153,0.4223121529817581,0.501652484536171,0.486115939617157,0.9559729754924774,0.421737447977066,0.40279553294181825,0.3830300569534302,0.8438833785057068,0.3178162810206413,0.763252272605896
6,1.0978764879703522,0.26252198666334153,0.6857255816459655,0.14608161598443986,0.33721610546112063,0.1319045439362526,1.137610183954239,0.16338153898715974,0.7465134489536286,1.2073296666145326,1.2403647875785828,0.44194573432207107
7,0.6091970539093018,1.0194899356365204,0.9203598713874817,0.12399507120251656,0.22761881351470947,0.3226463520526886,0.9268618333339691,1.0991474401950836,0.3800137457251549,0.3633427369594574,0.8696847569942474,1.6147382020950318
8,1.0730205070972443,0.9699877607822418,0.8198262131214142,0.5306006336212158,0.26981831431388853,0.3759844592213631,1.1337158000469207,0.6528743624687194,0.3966605699062347,0.45531021296977997,0.28835825115442276,0.42966327726840975
9,0.6712821716070175,0.8783170938491821,0.6365564548969269,0.5463253992795944,1.2870127403736114,0.471934090256691,0.9727379381656647,0.300436272919178,0.4470754057168961,0.7127186059951782,0.24138180881738663,1.2660355949401856
10,0.5104978269338608,0.8696980559825898,0.9369379532337189,0.7962967479228973,0.7093984127044678,0.1844943107664585,0.6970776236057281,0.9281172204017639,1.5096378588676453,0.20942817628383636,0.9813264393806458,1.053438709974289
11,0.22429344654083253,0.9216394293308258,0.7179764688014985,0.22726720601320266,0.09310330741107464,0.6716887080669403,0.6141247934103012,0.9989389181137085,0.3823521143198013,1.064996886253357,0.4710727971792221,0.5543722659349442
