Layer,Head_0,Head_1,Head_2,Head_3,Head_4,Head_5,Head_6,Head_7,Head_8,Head_9,Head_10,Head_11,Head_12,Head_13
0,0.3335746818780899,0.24149313002824782,0.28847611576318744,0.1363898465037346,0.5823028868436814,0.6702505552768707,0.19196799665689468,0.3263525593280792,0.374700214266777,0.43534083604812623,0.18368807166814805,0.46932242333889007,1.3360099065303803,0.9643419170379639
1,1.9761114525794983,1.0236551821231843,1.477480379343033,3.550018882751465,2.6804706597328187,0.5364444255828857,2.117497515678406,2.2439556765556334,4.424393234252929,2.5079240465164183,2.692189576625824,2.034022810459137,4.245730028152466,2.264176142215729
2,3.258922395706177,1.308487948179245,2.327607498168945,1.017603656053543,2.2474129796028137,1.0602302479743957,1.380689034461975,1.6534867978096008,1.4308392333984374,1.1233311450481416,1.8627116417884826,2.395068624019623,1.7107971906661987,1.8320124554634094
3,1.2567205607891083,1.155101991891861,0.6139872139692306,0.9349651753902435,0.8201921880245209,0.8636143785715104,0.7573441034555435,0.5215637990832329,0.6689287281036377,1.1750989985466003,1.1782454454898834,0.7519433873891831,0.374952073097229,0.4621437844634056
4,1.9334317600727082,1.0469650888442994,0.7554077398777008,0.9889612531661988,1.6213759922981261,2.4480809330940247,1.2855580568313598,0.5584668290615081,0.7755520939826965,0.4975667178630829,0.9775133275985718,1.595486171245575,0.6124174904823303,2.0281627869606016
5,3.60811794757843,2.379938223361969,0.979108692407608,1.6172035503387452,2.9857202911376954,1.2585646879673005,1.2945881462097169,1.6157368564605712,0.8210599410533905,1.1697584569454194,1.590251362323761,1.5065472900867463,1.906151955127716,2.654252219200134
6,0.4873993247747421,0.5515440499782562,1.3465821158885956,1.7557902884483338,1.3790941500663758,0.9293739175796509,0.6926847338676453,1.2392296838760375,1.6557039618492126,1.0755486762523652,1.4529839253425598,1.5435046184062957,1.4229356706142426,0.563559752702713
7,1.4196103644371032,1.1904051113128662,0.9624580693244934,0.9287410140037536,0.8210103797912598,1.0872352945804595,1.8527637147903442,2.3109657406806945,1.753046796321869,1.3913766503334046,0.6434974217414856,1.504397212266922,0.800245572924614,0.8108763432502747
8,3.553442931175232,1.4003358137607576,2.030042085647583,1.4779659873247146,1.7207735323905944,1.9037900114059447,2.921701216697693,1.255376524925232,0.7591521853208542,1.7279019808769227,6.128773074150086,1.130229753255844,1.241074434518814,0.97163623213768
9,4.266521210670471,1.8505237221717834,3.7389276123046873,1.8175334870815276,2.145089704990387,3.2407985639572146,4.3178049755096435,2.1567325699329376,6.914345407485962,7.246319828033447,6.1817289686203,5.466515707969665,7.883666458129883,5.972210321426392
