Layer,Head_0,Head_1,Head_2,Head_3,Head_4,Head_5,Head_6,Head_7,Head_8,Head_9,Head_10,Head_11,Head_12,Head_13
0,0.3663461434841156,0.2422686591744423,0.3092841675877571,0.16938960433006287,0.5691772192716599,1.0833439487218857,0.2532451304793358,0.34607239872217177,0.37917971193790434,0.3707557782530785,0.21325453847646714,0.5587808108329773,1.1102122783660888,1.0015527999401093
1,2.091644229888916,1.0590909540653228,1.412760841846466,3.230092351436615,1.7524436628818512,0.4468143640458584,2.2835112607479093,2.091258647441864,3.5830010271072386,2.0574205803871153,2.1418379485607146,2.323750426769257,4.043851971626282,1.5539420104026795
2,3.9171773862838744,1.6022559344768523,3.3620633029937745,1.700235071182251,2.4186716544628144,1.616681215763092,1.574298415184021,1.8226071333885192,1.210835417509079,1.3473593544960023,1.7563061666488649,2.0965058493614195,1.6148700428009033,1.721696206331253
3,1.6428722763061523,1.7200670373439788,0.8858698201179505,0.9530134773254395,1.5324343383312224,1.212436962723732,0.5734726974368095,0.33460400976240634,0.7620965224504471,1.0855085343122481,1.2724766981601716,0.6194559976458549,0.37774144172668456,0.41698653280735015
4,2.4284298825263977,1.695604623556137,0.9067915993928909,1.122623963356018,2.1773843336105347,2.2193339443206788,0.9434847724437714,0.9562467133998871,0.8964845448732376,0.577684306576848,1.0551900613307952,1.2471348696947098,0.6070275065302849,1.6489620703458785
5,3.2247942757606505,2.5216923141479493,1.1777377390861512,1.592708740234375,2.7822163271903992,1.0445262372493744,1.6986417722702027,1.1353590953350068,0.9479358661174774,1.233905286192894,1.2993308353424071,1.1720045751333237,1.458881607055664,1.8836303436756134
6,0.4033895245194435,0.9260006618499755,1.4916939854621887,1.9745447909832001,1.397368729710579,1.3769847357273102,0.8294154131412506,1.3170671704411507,1.6053332948684693,1.0463116192817687,1.2209431153535844,1.1425953948497771,1.42954039812088,0.6997332280874252
7,0.6908112671971322,1.2576471799612046,1.1169110095500947,0.8393074381351471,0.803289275765419,1.5869450080394745,1.3466302680969238,1.9466282987594605,2.100408520698547,1.1236559069156646,1.045702086687088,1.4095295989513397,0.9787363749742508,1.0337112724781037
8,0.831794707775116,1.0433990252017975,1.8775461447238921,1.713746429681778,0.8332003062963486,1.8350678008794785,3.163015993833542,1.4936374521255493,1.2578891074657441,2.277754850387573,7.3450029182434085,1.2466562759876252,1.0414878696203231,0.9783230727910995
9,5.28860680103302,1.564968907237053,3.2469756984710694,2.1164757108688352,2.6806102132797243,3.6338987851142885,4.6282474279403685,3.330298810005188,6.151094870567322,5.669616565704346,6.030257263183594,4.376729683876038,6.339724831581115,5.874914131164551
10,2.012066104412079,1.1687693560123444,1.5810581183433532,1.4540827023983,1.372443093061447,1.2069671905040742,1.1695629912614822,5.49053288936615,1.206072867512703,1.3694034683704377,1.7136341559886932,1.3941539999842645,1.2370279797911643,2.18395103931427
11,4.55135901927948,4.38071988105774,4.7973982620239255,3.350752002000809,4.341005461215973,6.147528433799744,5.5012268495559695,5.574731869697571,3.2165443563461302,3.2921624088287356,5.146473000049591,6.137839155197144,6.124397134780883,6.150862908363342
12,1.5233877396583557,1.671371147632599,2.1754677629470827,2.4463886225223543,1.1469285583496094,0.9767033314704895,0.9178291833400727,0.9036977261304855,2.012108738422394,1.1638168787956238,1.8377276754379273,1.0981127005815505,4.133763136863709,2.8341782665252686
13,1.1505110216140748,1.0389116299152374,1.0631367474794389,1.1728866446018218,1.1768071725964546,2.1228190076351168,1.3432602274417877,1.3277651131153108,1.1700984627008437,1.7290058881044388,1.4448512253165244,1.7682695096731187,0.6959276461601257,0.9518277168273925
14,1.735779457092285,3.1724815917015077,1.2244696354866027,1.1126848274469376,1.4877803307771682,1.600377870798111,1.4981343725323677,1.8338233542442322,1.226115164756775,1.6215286946296692,1.440367923974991,2.6290131115913393,1.0602455580234527,1.6125444543361664
15,1.3008853328227996,1.303395262360573,0.8642214244604111,1.690129016637802,4.659818296432495,3.0860037326812746,1.242327031493187,1.161336897611618,1.3588224893808365,1.4951425528526305,2.362301641702652,1.2734317624568938,3.274956052303314,2.498206796646118
16,3.165557551383972,1.313553814291954,1.8028109842538833,1.6792165678739548,0.9135127848386765,1.1038013750314712,0.6402467715740204,1.0550463259220124,0.9177024599909782,1.940876030921936,1.1562285888195039,2.3911543774604795,1.1752440503239632,1.3041137486696244
17,1.7162223356962203,1.6829207634925842,1.4188829350471497,2.27013341486454,2.411980699300766,1.6034963488578797,1.3349509131908417,1.492089655995369,1.7613090801239013,1.8274722266197205,2.5953536438941955,2.0173800206184387,1.063018609881401,1.7490375137329102
18,2.364151976108551,2.3774066123366357,1.198291654586792,1.607302453517914,1.8758083963394165,1.3707552945613861,2.014679217338562,1.1804952210187911,1.7591179239749908,1.8085747635364533,1.6213600838184357,2.4043137645721435,1.4646040046215056,1.7422210097312927
19,1.3220318067073822,1.2138924133777618,1.2478005945682527,1.342163370847702,1.152220013141632,1.3424688243865968,1.184938805103302,1.3975481879711151,1.3174652755260468,1.624239695072174,1.4059785330295562,1.4851899963617325,2.0006526809930802,1.0504061466455459
20,1.391391443014145,2.0082226836681367,3.3897379422187806,1.432055156826973,2.5089277124404905,2.193918789625168,2.24245156288147,5.1089080286026,5.176699452400207,1.8775936323404312,4.952828938961029,4.987567298412323,5.196432802677155,3.2427777791023256
21,4.648277420997619,4.16492436170578,4.403795657157898,4.994963028430939,4.499025588035583,4.977889795303344,4.975168600082397,3.106048729419708,4.664021518230438,4.787852623462677,5.334065699577332,4.827663972377777,4.988766992092133,4.707167828083039
22,4.7160807752609255,2.25537300825119,4.92908863067627,4.92671570777893,3.4428683161735534,4.859559478759766,5.002255589962005,4.66923901796341,4.90957019329071,2.1205781745910643,5.296596131324768,5.435146865844726,4.542143175601959,5.517140307426453
23,0.44073487744666634,3.6970127916336057,2.8614982414245604,3.426667628288269,5.287317962646484,4.219530782699585,4.8256327140331265,5.039984753131867,5.061438386440277,5.298328907489776,4.967383956909179,4.858735945224762,4.86682204246521,4.861063153743744
