Layer,Head_0,Head_1,Head_2,Head_3,Head_4,Head_5,Head_6,Head_7,Head_8,Head_9,Head_10,Head_11,Head_12,Head_13
0,0.3250799119472504,0.222588475048542,0.25342008620500567,0.14711207017302513,0.33983144342899324,0.5623166400194168,0.19680123150348663,0.48314663767814636,0.3524168509244919,0.4705163049697876,0.19148653537034988,0.4550712871551514,2.953737325668335,1.721330497264862
1,1.4848319911956787,0.9093459957838058,1.0763086420297623,2.1396462106704712,1.1025960922241211,0.478892086148262,1.140077600479126,1.7238628625869752,1.7254341542720795,1.7377727818489075,3.496805193424225,1.9801140415668488,3.312353594303131,0.7445189267396927
2,2.9361562490463258,2.1564790320396425,3.2318295097351073,1.596542445421219,2.516688015460968,1.7767924463748932,1.3355511128902435,4.140939421653748,2.3522681427001952,2.4119396138191225,2.8772096633911133,2.9328695225715635,3.3679777812957763,2.6087883734703063
3,3.237992684841156,2.966233570575714,3.7250471830368044,2.8276939249038695,1.766391671895981,3.9988073778152464,4.375287103652954,5.870156574249267,4.138812456130982,4.575525007247925,4.675768957138062,4.2156459331512455,6.195359516143799,5.159020447731018
4,5.960047569274902,3.808407723903656,4.982303743362427,3.114620318412781,3.580002748966217,5.585071940422058,6.022827844619751,1.5439050698280334,1.5548316657543182,7.279012012481689,1.4814779245853424,4.261537756919861,2.91233136177063,3.49248455286026
5,4.200581645965576,3.2298409509658814,1.4785405123233795,1.7222205114364624,3.092296931743622,1.5864453852176665,2.036319622993469,1.6984957706928254,1.36565282702446,1.660268830060959,1.642835215330124,1.9177083027362825,2.226433515548706,3.158325653076172
6,0.7372801089286805,1.434198235273361,2.8144907355308533,2.9468869018554686,2.6248346626758576,2.114544951915741,1.1580473399162292,2.074144550561905,2.3977759432792665,1.6379808115959167,2.102777661085129,1.8364667880535126,2.3850911259651184,1.1356694293022156
7,1.2561776745319366,2.451738384962082,1.816786208152771,1.0602895152568816,1.4550435590744017,2.3034958815574647,1.6172106540203095,2.756378028392792,2.636931509971619,1.6784893369674683,1.6226335525512696,2.3679649424552918,1.918875402212143,1.6538476979732513
8,1.9703858518600463,1.9205749034881592,3.3647917318344116,3.5667677521705627,1.9558068752288817,2.9982610630989073,3.8480407667160033,2.2748245644569396,2.0920674657821654,2.5844095277786256,8.226705102920532,1.372887496948242,1.9612071597576142,1.880843391418457
9,7.034657649993896,1.5941689562797547,3.624089298248291,2.561372835636139,3.173669390678406,4.050841574668884,6.146602215766907,2.7483566176891325,6.26994375705719,6.472697863578796,7.45823347568512,5.3599975562095645,7.294898810386658,7.133199863433838
10,2.715062727928162,1.7507842290401459,2.260944151878357,1.8712150013446809,1.97347132563591,2.1190305173397066,1.7747450411319732,6.403576359748841,1.4978178226947785,1.8697632241249085,3.712289614677429,2.125351368188858,1.6214157390594481,3.396534605026245
11,5.692817687988281,6.1064019298553465,5.872131886482239,4.465406713485717,5.727500019073486,8.330954198837281,7.441571116447449,7.256493506431579,6.018704280853272,4.703705632686615,6.875198721885681,7.77606086730957,7.667579078674317,7.707756714820862
12,2.0833856892585754,1.6532577168941498,2.769265658855438,2.71538850069046,1.5886728537082673,1.741063778400421,1.3786219775676727,1.5149840891361237,2.8988984417915344,1.616874816417694,2.761277401447296,2.062957191467285,5.129477515220642,3.3618513703346253
13,1.8068928122520447,2.0116425371170044,2.190709578990936,2.129668198823929,2.4405213260650633,2.679817678928375,1.9907399034500122,2.2704479134082796,1.6170288479328156,2.022366272211075,1.5048309111595153,2.07244016289711,0.9343119513988495,1.9861235284805299
14,2.5986641097068786,3.9746099281311036,2.1575194776058195,2.4539538121223448,2.672205975055695,2.74714590549469,3.1994579243659973,2.436104588508606,2.1462287271022795,2.6561779022216796,1.6931610453128814,3.049190719127655,1.9633224487304688,2.442363324165344
15,2.885251021385193,2.2024788999557496,1.7205217349529267,3.1546079683303834,6.2575115203857425,5.250833868980408,2.0125337433815003,1.8471950244903566,2.2020076656341554,2.9460644459724428,2.93706619143486,2.159189529418945,3.6935283613204954,3.4329346418380737
16,5.118486080169678,3.12724214553833,2.91342355966568,2.9873956513404845,3.197452063560486,1.968209843635559,3.6218209791183473,1.9225963020324708,1.4319476974010468,2.528717451095581,2.168093123435974,2.8393975615501406,2.776953594684601,2.197394435405731
17,2.460644187927246,2.221318962574005,1.862547277212143,2.719005033969879,2.09483491063118,2.0906500601768494,1.4751507592201234,2.4537056243419646,2.6304532122612,2.112851140499115,2.7660969376564024,2.7451142954826353,1.6468444609642028,1.9395187020301818
18,2.3047328925132753,2.50553733587265,2.140301480293274,2.0110273337364197,2.0747577500343324,2.049240084886551,2.3791564321517944,1.8416903293132783,1.876343355178833,2.1354401230812075,1.7415136790275574,3.2506902408599854,1.853782024383545,2.0321976017951964
19,2.261472944021225,1.6936439442634583,1.7375119519233704,2.884503585100174,1.7130914187431336,2.05151896238327,1.9682743191719054,1.865206047296524,2.085181438922882,2.008067001104355,2.950997920036316,2.430480031967163,2.7467376971244812,1.5266645288467406
20,2.6351152944564817,2.3377511048316957,3.8336917185783386,2.908354240655899,4.2644441390037535,4.715897419452667,3.8705046939849854,6.67980672121048,5.698110435009003,2.6732239294052125,5.158981521129608,5.531349949836731,5.7473097729682925,3.0965675377845763
21,4.610461807250976,5.17708267211914,6.02151246547699,6.487234992980957,5.925901868343353,6.731220664978028,6.306553139686584,5.018736624717713,6.265535097122193,6.3518501567840575,4.470886015892029,6.672257041931152,6.926781187057495,6.2385658311843875
22,4.907307453155518,3.0723058557510377,5.32889377117157,4.8075576853752136,3.1010520207881926,4.852817598581314,6.12128782749176,5.527496402263641,5.031039309501648,4.010889093875885,5.885892412662506,6.0947865390777585,5.703858318328858,6.760234949588775
23,0.7034747958160006,5.008022127151489,4.137939639091492,3.9863971066474915,6.949934492111206,5.514691457748413,6.825867614746094,7.220081377029419,7.400759811401367,7.588672542572022,7.48016960144043,7.332313270568847,6.700129852294922,7.378261442184448
